timestamp,measured_x,measured_y,measured_z,reference_x,reference_y,reference_z,traps_x,traps_y,traps_z,theta
21.43335,1.18,38.931,124.397,0,41.494717,125.2848269,0,39.784354,125.2129315,0.1403004
21.333374,1.165,38.957,124.404,0,41.494717,125.2848269,0,39.784354,125.2129315,0.1403004
44.237549,1.164,38.844,124.426,0,41.470149,125.3547037,0,39.7595497,125.2819159,0.1420123
21.233398,1.143,38.917,124.442,0,41.470149,125.3547037,0,39.7595497,125.2819159,0.1420123
44.137573,1.2,38.853,124.46,0,41.4618938,125.3779831,0,39.751215,125.3048977,0.1425831
2.029175,1.519,38.928,124.499,0,41.4536056,125.401256,0,39.7428469,125.3278729,0.1431538
44.037476,1.196,38.772,124.472,0,41.4452844,125.4245224,0,39.7344456,125.3508416,0.1437246
20.93335,1.212,39.04,124.558,0,41.4452844,125.4245224,0,39.7344456,125.3508416,0.1437246
21.033325,1.259,38.921,124.534,0,41.4369303,125.4477822,0,39.726011,125.3738036,0.1442954
21.133301,1.233,38.747,124.496,0,41.4285432,125.4710356,0,39.717543,125.396759,0.1448662
43.9375,1.168,38.617,124.495,0,41.4116702,125.5175224,0,39.7005072,125.4426497,0.146008
43.837524,1.154,38.693,124.52,0,41.4116702,125.5175224,0,39.7005072,125.4426497,0.146008
43.737549,1.171,38.729,124.536,0,41.4116702,125.5175224,0,39.7005072,125.4426497,0.146008
43.637573,1.207,38.785,124.553,0,41.4116702,125.5175224,0,39.7005072,125.4426497,0.146008
43.537476,1.201,38.774,124.581,0,41.4031843,125.5407559,0,39.6919393,125.465585,0.1465789
23.43335,1.196,39.056,124.687,0,41.4031843,125.5407559,0,39.6919393,125.465585,0.1465789
20.833374,1.305,39.031,124.695,0,41.3946654,125.5639827,0,39.6833381,125.4885136,0.1471499
1.429199,1.108,38.895,124.673,0,41.3861136,125.5872028,0,39.6747036,125.5114354,0.1477209
23.333374,1.104,38.916,124.706,0,41.3775288,125.6104162,0,39.6660358,125.5343504,0.1482919
43.4375,1.275,38.6,124.596,0,41.3689111,125.6336229,0,39.6573346,125.5572586,0.148863
43.337524,1.171,38.661,124.668,0,41.3515767,125.6800159,0,39.6398324,125.6030543,0.1500052
23.233398,1.055,38.884,124.745,0,41.3515767,125.6800159,0,39.6398324,125.6030543,0.1500052
23.133301,1.031,38.864,124.762,0,41.3428601,125.7032022,0,39.6310314,125.6259419,0.1505764
1.12915,1.017,38.701,124.754,0,41.325328,125.7495542,0,39.6133293,125.6716961,0.1517188
