timestamp,bead_x,bead_y,bead_z
29.31665,0.000583,0.012186,0.100606
29.320801,0.000751,0.023031,0.102011
29.325073,0.000682,0.033512,0.106743
29.329224,0.001095,0.040314,0.113475
29.333374,0.001235,0.040012,0.121266
29.337524,0.001141,0.037045,0.128979
29.341675,0.001041,0.032936,0.135584
29.345825,0.000692,0.022304,0.139713
29.349976,0.000467,0.007011,0.140047
29.354248,0.000091,-0.00584,0.13552
29.358398,-0.000668,-0.018769,0.126803
29.362549,-0.000773,-0.032191,0.116944
29.366699,-0.000895,-0.039948,0.107978
29.37085,-0.001283,-0.040974,0.1028
29.375,-0.000926,-0.039386,0.103135
29.37915,-0.000703,-0.041494,0.111028
29.383301,-0.001363,-0.041782,0.123591
29.387573,-0.001083,-0.038726,0.135128
29.391724,-0.000672,-0.040177,0.140828
29.395874,-0.001266,-0.041767,0.139526
29.400024,-0.00109,-0.036954,0.132779
29.404175,-0.00037,-0.028143,0.122912
29.408325,-0.000459,-0.017977,0.112683
29.412476,-0.000301,-0.003221,0.104555
29.416748,0.00062,0.01207,0.100693
29.420898,0.000889,0.022902,0.102027
29.425049,0.00071,0.033706,0.106701
29.429199,0.001082,0.040484,0.113442
29.43335,0.001217,0.040197,0.121187
29.4375,0.001101,0.037132,0.128912
29.44165,0.000991,0.032974,0.135533
29.445801,0.000657,0.022511,0.139658
29.450073,0.000398,0.007169,0.140031
29.454224,0.000132,-0.006049,0.135574
29.458374,-0.00069,-0.018607,0.126875
29.462524,-0.000911,-0.032108,0.117007
29.466675,-0.000768,-0.040261,0.107976
29.470825,-0.001119,-0.041521,0.102806
29.474976,-0.001157,-0.039289,0.1031
29.479248,-0.000853,-0.04107,0.110955
29.483398,-0.001136,-0.042062,0.123535
29.487549,-0.001183,-0.038964,0.135065
29.491699,-0.00095,-0.039817,0.140806
29.49585,-0.001117,-0.04169,0.139559
29.5,-0.000946,-0.037298,0.132802
29.50415,-0.000633,-0.028264,0.122954
29.508301,-0.000517,-0.017726,0.112704
29.512573,-0.000131,-0.0034,0.104588
29.516724,0.000478,0.011776,0.100738
29.520874,0.000749,0.022951,0.102039
29.525024,0.000894,0.033554,0.106656
29.529175,0.00098,0.040514,0.113373
29.533325,0.001021,0.040451,0.121141
29.537476,0.001244,0.037098,0.128878
29.541748,0.001059,0.032767,0.135515
29.545898,0.000474,0.022637,0.139636
29.550049,0.000454,0.007292,0.140011
29.554199,0.000109,-0.006126,0.13558
29.55835,-0.000817,-0.018565,0.126904
29.5625,-0.000835,-0.031882,0.117035
29.56665,-0.000859,-0.040053,0.10807
29.570801,-0.001357,-0.041357,0.102823
29.575073,-0.001158,-0.039395,0.103102
29.579224,-0.000761,-0.041224,0.11094
29.583374,-0.001286,-0.041907,0.123492
29.587524,-0.001231,-0.03891,0.13502
29.591675,-0.000832,-0.040079,0.140803
29.595825,-0.001145,-0.041734,0.139587
29.599976,-0.001039,-0.0371,0.132835
29.604248,-0.000589,-0.028279,0.122987
29.608398,-0.000433,-0.018118,0.112738
29.612549,-0.000114,-0.003441,0.104616
29.616699,0.000573,0.01182,0.100698
29.62085,0.000723,0.022848,0.102007
29.625,0.000718,0.033589,0.106665
29.62915,0.000932,0.040401,0.11341
29.633301,0.000979,0.040318,0.121192
29.637573,0.001152,0.037124,0.128921
29.641724,0.001031,0.032867,0.135554
29.645874,0.000488,0.022688,0.139666
29.650024,0.000422,0.007293,0.140052
29.654175,0.000105,-0.006061,0.135593
29.658325,-0.000783,-0.018561,0.126921
29.662476,-0.00088,-0.031901,0.117054
29.666748,-0.000931,-0.040027,0.108069
29.670898,-0.001423,-0.041243,0.102819
29.675049,-0.001031,-0.039326,0.103062
29.679199,-0.000701,-0.041351,0.110892
29.68335,-0.00139,-0.041901,0.123415
29.6875,-0.001148,-0.038792,0.13497
29.69165,-0.000697,-0.040132,0.140765
29.695801,-0.001293,-0.041814,0.13956
29.700073,-0.00112,-0.037052,0.132852
29.704224,-0.000424,-0.028298,0.122989
29.708374,-0.000508,-0.018326,0.112755
29.712524,-0.000202,-0.003587,0.104637
29.716675,0.000718,0.011783,0.100725
29.720825,0.000755,0.02265,0.102016
29.724976,0.000633,0.033633,0.106645
29.729248,0.001046,0.040629,0.113396
29.733398,0.00106,0.040247,0.121153
29.737549,0.001003,0.037088,0.128863
29.741699,0.001053,0.033089,0.135536
29.74585,0.000561,0.022845,0.139665
29.75,0.000312,0.007234,0.140062
29.75415,0.000202,-0.00603,0.135592
29.758301,-0.000707,-0.018473,0.126935
29.762573,-0.000973,-0.031934,0.117129
29.766724,-0.000775,-0.040106,0.108083
29.770874,-0.001267,-0.041255,0.102789
29.775024,-0.001208,-0.039301,0.102992
29.779175,-0.000785,-0.041363,0.110809
29.783325,-0.001204,-0.041981,0.123341
29.787476,-0.001204,-0.038794,0.134922
29.791748,-0.000847,-0.040078,0.140747
29.795898,-0.001129,-0.041869,0.139567
29.800049,-0.000994,-0.037175,0.132858
29.804199,-0.000611,-0.028327,0.123025
29.80835,-0.00046,-0.018303,0.112786
29.8125,-0.000078,-0.00376,0.104678
29.81665,0.000634,0.011658,0.100763
29.820801,0.000848,0.022742,0.102035
29.825073,0.000804,0.033654,0.106649
29.829224,0.00105,0.04042,0.113444
29.833374,0.001159,0.040224,0.121186
29.837524,0.001199,0.037218,0.128884
29.841675,0.001046,0.033074,0.135547
29.845825,0.000617,0.022649,0.139669
29.849976,0.000496,0.007337,0.14007
29.854248,0.000125,-0.005957,0.135615
29.858398,-0.000703,-0.018603,0.126939
29.862549,-0.000813,-0.031855,0.117111
29.866699,-0.000932,-0.039802,0.108116
29.87085,-0.001488,-0.041032,0.102787
29.875,-0.001015,-0.039455,0.102976
29.87915,-0.000699,-0.041495,0.110745
29.883301,-0.001432,-0.041783,0.123266
29.887573,-0.001139,-0.038717,0.134871
29.891724,-0.000621,-0.040395,0.14073
29.895874,-0.00131,-0.041869,0.139566
29.900024,-0.001151,-0.036806,0.132888
29.904175,-0.000384,-0.028427,0.123036
29.908325,-0.000522,-0.018678,0.112807
29.912476,-0.000261,-0.003795,0.104696
29.916748,0.000794,0.011691,0.100788
29.920898,0.00092,0.022505,0.102055
29.925049,0.000879,0.033475,0.106647
29.929199,0.001212,0.040592,0.113394
29.93335,0.001273,0.040239,0.121158
29.9375,0.001214,0.03693,0.128841
29.94165,0.001142,0.032994,0.13551
29.945801,0.000741,0.02293,0.139658
29.950073,0.000455,0.007282,0.14006
29.954224,0.000124,-0.006075,0.135639
29.958374,-0.000657,-0.018357,0.126987
29.962524,-0.000867,-0.031767,0.11717
29.966675,-0.001039,-0.039943,0.108148
29.970825,-0.001347,-0.041128,0.102827
29.974976,-0.00097,-0.039304,0.102981
29.979248,-0.000843,-0.041495,0.110722
29.983398,-0.001408,-0.041931,0.123235
29.987549,-0.001042,-0.038652,0.134845
29.991699,-0.000733,-0.040118,0.140721
29.99585,-0.001352,-0.041862,0.139606
30,-0.001024,-0.037015,0.13294
30.00415,-0.000308,-0.028369,0.123083
30.008301,-0.000501,-0.018631,0.112844
30.012573,-0.000232,-0.00397,0.10469
30.016724,0.000788,0.011459,0.100774
30.020874,0.000939,0.022469,0.102045
30.025024,0.000937,0.033421,0.106627
30.029175,0.001278,0.040479,0.113367
30.033325,0.001293,0.040228,0.121102
30.037476,0.001289,0.036876,0.128757
30.041748,0.001201,0.032912,0.135433
30.045898,0.000753,0.022867,0.139608
30.050049,0.000428,0.007324,0.14005
30.054199,0.000165,-0.006086,0.135681
30.05835,-0.000617,-0.018319,0.127069
30.0625,-0.000828,-0.03171,0.117255
30.06665,-0.000955,-0.039911,0.108216
30.070801,-0.001371,-0.041141,0.102856
30.075073,-0.000979,-0.039296,0.102974
30.079224,-0.000727,-0.041419,0.110676
30.083374,-0.001335,-0.041946,0.123195
30.087524,-0.00105,-0.038683,0.134815
30.091675,-0.000657,-0.040111,0.140732
30.095825,-0.001258,-0.041896,0.139628
30.099976,-0.001064,-0.037034,0.132966
30.104248,-0.000312,-0.028426,0.12312
30.108398,-0.000475,-0.018639,0.112851
30.112549,-0.00025,-0.004017,0.104677
30.116699,0.000738,0.011338,0.10074
30.12085,0.000858,0.022388,0.102012
30.125,0.000807,0.033232,0.106634
30.12915,0.001346,0.040331,0.113382
30.133301,0.001306,0.040282,0.121103
30.137573,0.001117,0.036846,0.128745
30.141724,0.001182,0.032871,0.135397
30.145874,0.000814,0.022956,0.139598
30.150024,0.000304,0.007253,0.140037
30.154175,0.000169,-0.006057,0.135651
30.158325,-0.000488,-0.018105,0.127053
30.162476,-0.000905,-0.031675,0.117305
30.166748,-0.000965,-0.039988,0.108259
30.170898,-0.001263,-0.041065,0.102894
30.175049,-0.00089,-0.039122,0.102982
30.179199,-0.0007,-0.041481,0.110668
30.18335,-0.001272,-0.042021,0.123159
30.1875,-0.000986,-0.038582,0.134801
30.19165,-0.000618,-0.040025,0.140739
30.195801,-0.001248,-0.041975,0.139663
30.200073,-0.001028,-0.037131,0.133034
30.204224,-0.00023,-0.028394,0.123213
30.208374,-0.000449,-0.018664,0.112917
30.212524,-0.000253,-0.004166,0.104713
30.216675,0.000769,0.011332,0.100711
30.220825,0.000816,0.022306,0.10196
30.224976,0.0007,0.033205,0.10655
30.229248,0.001178,0.040469,0.113318
30.233398,0.001198,0.040354,0.121047
30.237549,0.001097,0.036894,0.128696
30.241699,0.001139,0.032915,0.13535
30.24585,0.000763,0.022967,0.139549
30.25,0.000396,0.007334,0.140023
30.25415,0.000227,-0.005878,0.135697
30.258301,-0.000475,-0.018108,0.127145
30.262573,-0.000797,-0.031688,0.117378
30.266724,-0.000843,-0.039819,0.108341
30.270874,-0.001192,-0.040886,0.102916
30.275024,-0.000806,-0.039333,0.103001
30.279175,-0.000595,-0.041633,0.110654
30.283325,-0.001245,-0.04187,0.123141
30.287476,-0.00102,-0.038577,0.134815
30.291748,-0.000564,-0.040323,0.140794
30.295898,-0.001217,-0.041978,0.139705
30.300049,-0.001041,-0.036877,0.133084
30.304199,-0.000263,-0.028431,0.123278
30.30835,-0.000407,-0.018915,0.112955
30.3125,-0.000228,-0.004067,0.104753
30.31665,0.000743,0.011442,0.10069
30.320801,0.0009,0.02196,0.101967
30.325073,0.000744,0.033031,0.106529
30.329224,0.001166,0.040655,0.113269
30.333374,0.001334,0.040649,0.120967
30.337524,0.001236,0.036679,0.128638
30.341675,0.001161,0.032839,0.135336
30.345825,0.000831,0.02335,0.139567
30.349976,0.000507,0.00759,0.140012
30.354248,0.000199,-0.005971,0.135729
30.358398,-0.00043,-0.017916,0.127196
30.362549,-0.00075,-0.031531,0.117411
30.366699,-0.000948,-0.04004,0.108363
30.37085,-0.001243,-0.041382,0.102937
30.375,-0.000707,-0.039247,0.102993
30.37915,-0.000579,-0.041269,0.110596
30.383301,-0.001383,-0.042138,0.123074
30.387573,-0.000977,-0.038869,0.134733
30.391724,-0.000469,-0.039871,0.140739
30.395874,-0.001329,-0.04182,0.139719
30.400024,-0.001197,-0.037201,0.133146
30.404175,-0.000072,-0.028516,0.123346
30.408325,-0.000273,-0.018654,0.113028
30.412476,-0.000258,-0.004092,0.104773
30.416748,0.000927,0.011346,0.10068
30.420898,0.001066,0.022176,0.101927
30.425049,0.000762,0.032981,0.106513
30.429199,0.001272,0.040332,0.113207
30.43335,0.00149,0.040295,0.120921
30.4375,0.001219,0.036872,0.128609
30.44165,0.001201,0.032957,0.135329
30.445801,0.000971,0.023105,0.139576
30.450073,0.000521,0.007727,0.140076
30.454224,0.000245,-0.005737,0.135761
30.458374,-0.000439,-0.018125,0.12724
30.462524,-0.000776,-0.031602,0.117444
30.466675,-0.00096,-0.039981,0.10837
30.470825,-0.001254,-0.041412,0.102915
30.474976,-0.000855,-0.039393,0.102951
30.479248,-0.000688,-0.041299,0.110547
30.483398,-0.001338,-0.042133,0.123
30.487549,-0.00103,-0.039014,0.134674
30.491699,-0.000633,-0.040006,0.140711
30.49585,-0.001337,-0.041828,0.139715
30.5,-0.001182,-0.037289,0.133171
30.50415,-0.000299,-0.02873,0.123384
30.508301,-0.000414,-0.018818,0.1131
30.512573,-0.000237,-0.004121,0.104823
30.516724,0.000874,0.011455,0.100715
30.520874,0.001125,0.022111,0.101932
30.525024,0.000913,0.032841,0.106524
30.529175,0.001405,0.04042,0.113199
30.533325,0.001551,0.040401,0.120924
30.537476,0.001344,0.036875,0.128608
30.541748,0.001311,0.033015,0.13532
30.545898,0.000971,0.023337,0.139574
30.550049,0.000562,0.007787,0.140077
30.554199,0.000196,-0.005799,0.135805
30.55835,-0.000548,-0.018034,0.1273
30.5625,-0.000862,-0.031582,0.117536
30.56665,-0.00109,-0.040195,0.108429
30.570801,-0.001468,-0.041613,0.102959
30.575073,-0.000899,-0.039254,0.102959
30.579224,-0.000628,-0.041134,0.110515
30.583374,-0.00151,-0.042314,0.122956
30.587524,-0.00117,-0.039129,0.134623
30.591675,-0.0005,-0.039767,0.140722
30.595825,-0.00142,-0.041836,0.139803
30.599976,-0.001412,-0.0376,0.133251
30.604248,-0.000233,-0.028844,0.123487
30.608398,-0.000394,-0.018774,0.113218
30.612549,-0.000524,-0.004501,0.104897
30.616699,0.000941,0.01126,0.100798
30.62085,0.00138,0.022512,0.101903
30.625,0.000735,0.032747,0.106478
30.62915,0.001405,0.040052,0.113166
30.633301,0.001758,0.04049,0.120891
30.637573,0.001212,0.037193,0.128587
30.641724,0.001177,0.032865,0.135306
30.645874,0.001117,0.023158,0.13958
30.650024,0.000434,0.007931,0.140119
30.654175,0.000047,-0.005713,0.135844
30.658325,-0.000408,-0.018212,0.127323
30.662476,-0.001061,-0.031514,0.117558
30.666748,-0.001248,-0.039862,0.108443
30.670898,-0.00122,-0.041251,0.102926
30.675049,-0.000871,-0.039394,0.102899
30.679199,-0.000944,-0.041441,0.110398
30.68335,-0.001414,-0.04208,0.12283
30.6875,-0.001024,-0.038873,0.134557
30.69165,-0.000809,-0.040175,0.140697
30.695801,-0.001484,-0.041951,0.139755
30.700073,-0.001167,-0.037154,0.133204
30.704224,-0.000407,-0.028823,0.123452
30.708374,-0.000664,-0.019192,0.11318
30.712524,-0.000421,-0.004504,0.104965
30.716675,0.000728,0.011107,0.100893
30.720825,0.001069,0.022132,0.101991
30.724976,0.00096,0.032936,0.10648
30.729248,0.001411,0.040354,0.113137
30.733398,0.001503,0.040339,0.120875
30.737549,0.001112,0.036768,0.129619
30.741699,0.001277,0.032906,0.135202
30.74585,0.000895,0.02325,0.139509
30.75,0.000369,0.007848,0.14005
30.75415,0.000086,-0.005806,0.135877
30.758301,-0.000599,-0.018012,0.127399
30.762573,-0.001014,-0.031406,0.117653
30.766724,-0.001067,-0.039855,0.108509
30.770874,-0.001364,-0.04119,0.102986
30.775024,-0.00103,-0.039256,0.10292
30.779175,-0.000725,-0.041452,0.110421
30.783325,-0.001434,-0.042076,0.122826
30.787476,-0.001227,-0.038751,0.134578
30.791748,-0.000688,-0.040116,0.140739
30.795898,-0.001372,-0.042022,0.139805
30.800049,-0.001294,-0.037105,0.133263
30.804199,-0.000407,-0.028747,0.123535
30.80835,-0.000551,-0.019275,0.113253
30.8125,-0.000482,-0.004489,0.104975
30.81665,0.000669,0.011003,0.100839
30.820801,0.000936,0.021702,0.101918
30.825073,0.000786,0.032877,0.106428
30.829224,0.001374,0.04055,0.113086
30.833374,0.001422,0.040683,0.120852
30.837524,0.001103,0.036827,0.128488
30.841675,0.001232,0.032843,0.135154
30.845825,0.00089,0.023679,0.139474
30.849976,0.000308,0.007965,0.140006
30.854248,0.00002,-0.005974,0.135894
30.858398,-0.000559,-0.017616,0.127433
30.862549,-0.000924,-0.031227,0.117713
30.866699,-0.001104,-0.040162,0.108528
30.87085,-0.001376,-0.041634,0.102986
30.875,-0.000956,-0.039085,0.102887
30.87915,-0.000668,-0.040927,0.110321
30.883301,-0.001464,-0.042284,0.122763
30.887573,-0.001189,-0.039013,0.134514
30.891724,-0.000561,-0.039616,0.140711
30.895874,-0.001387,-0.041753,0.139837
30.900024,-0.001361,-0.037397,0.133322
30.904175,-0.000311,-0.028771,0.123599
30.908325,-0.000492,-0.018954,0.113288
30.912476,-0.000523,-0.004556,0.104947
30.916748,0.000765,0.010814,0.100759
30.920898,0.000921,0.021818,0.101879
30.925049,0.000616,0.032667,0.106407
30.929199,0.001426,0.040231,0.113098
30.93335,0.001501,0.040286,0.120841
30.9375,0.000994,0.036974,0.128488
30.94165,0.001264,0.032953,0.135166
30.945801,0.000971,0.023382,0.139483
30.950073,0.000239,0.007873,0.140065
30.954224,0.000147,-0.005554,0.13592
30.958374,-0.000463,-0.017722,0.127435
30.962524,-0.001081,-0.031249,0.11769
30.966675,-0.001013,-0.039766,0.108542
30.970825,-0.001155,-0.041175,0.102972
30.974976,-0.001011,-0.039219,0.102829
30.979248,-0.000799,-0.041275,0.110269
30.983398,-0.001305,-0.04201,0.122685
30.987549,-0.001138,-0.038736,0.134439
30.991699,-0.000757,-0.03997,0.140688
30.99585,-0.001285,-0.041858,0.13981
31,-0.001162,-0.037035,0.133324
31.00415,-0.000468,-0.028691,0.123606
31.008301,-0.000544,-0.019196,0.113318
31.012573,-0.000366,-0.004443,0.104994
31.016724,0.000634,0.010922,0.100771
31.020874,0.000897,0.021682,0.101853
31.025024,0.000828,0.0326,0.106326
31.029175,0.001217,0.040137,0.11303
31.033325,0.001291,0.040213,0.120745
31.037476,0.001266,0.036938,0.128419
31.041748,0.001182,0.033174,0.135121
31.045898,0.000721,0.023408,0.139478
31.050049,0.000488,0.007887,0.14009
31.054199,0.000222,-0.005412,0.135985
31.05835,-0.000648,-0.017636,0.127547
31.0625,-0.000822,-0.03116,0.117773
31.06665,-0.000955,-0.039582,0.108638
31.070801,-0.00149,-0.040947,0.103042
31.075073,-0.000898,-0.039266,0.102887
31.079224,-0.000515,-0.041314,0.110294
31.083374,-0.001536,-0.041799,0.122665
31.087524,-0.001182,-0.038625,0.134447
31.091675,-0.000399,-0.040014,0.140694
31.095825,-0.001373,-0.041788,0.139887
31.099976,-0.001355,-0.036993,0.133414
31.104248,-0.000146,-0.028733,0.123675
31.108398,-0.000369,-0.01929,0.113363
31.112549,-0.000471,-0.0045,0.105003
31.116699,0.000857,0.010953,0.100707
31.12085,0.000993,0.021667,0.101772
31.125,0.000671,0.032655,0.106241
31.12915,0.001417,0.040134,0.112958
31.133301,0.0015,0.040134,0.120671
31.137573,0.000999,0.036994,0.128331
31.141724,0.00122,0.033235,0.135067
31.145874,0.001012,0.023415,0.139463
31.150024,0.000343,0.008057,0.140103
31.154175,0.000228,-0.005353,0.136022
31.158325,-0.000421,-0.01754,0.127588
31.162476,-0.000988,-0.031065,0.11778
31.166748,-0.000952,-0.039655,0.108636
31.170898,-0.001114,-0.041176,0.103062
31.175049,-0.000922,-0.039228,0.10287
31.179199,-0.000739,-0.041192,0.110237
31.18335,-0.001296,-0.041992,0.122623
31.1875,-0.001044,-0.038758,0.134395
31.19165,-0.000686,-0.03986,0.140679
31.195801,-0.00126,-0.04182,0.139887
31.200073,-0.001091,-0.037087,0.133413
31.204224,-0.000277,-0.028771,0.123711
31.208374,-0.00042,-0.019154,0.113384
31.212524,-0.000153,-0.004641,0.105059
31.216675,0.000733,0.010872,0.100731
31.220825,0.00086,0.021714,0.101767
31.224976,0.000915,0.032689,0.10621
31.229248,0.001324,0.040122,0.11293
31.233398,0.001232,0.040232,0.120634
31.237549,0.001181,0.036987,0.128298
31.241699,0.0013,0.033307,0.135056
31.24585,0.000796,0.023524,0.139458
31.25,0.000422,0.008135,0.140082
31.25415,0.000345,-0.005249,0.136027
31.258301,-0.000499,-0.017445,0.127605
31.262573,-0.000849,-0.031127,0.117838
31.266724,-0.00075,-0.039721,0.108647
31.270874,-0.001166,-0.041305,0.10303
31.275024,-0.001004,-0.039226,0.102804
31.279175,-0.000598,-0.041057,0.110161
31.283325,-0.001215,-0.042033,0.122532
31.287476,-0.001096,-0.038871,0.13435
31.291748,-0.000591,-0.039793,0.140664
31.295898,-0.001145,-0.041781,0.139885
31.300049,-0.001103,-0.03729,0.133463
31.304199,-0.00033,-0.028836,0.123752
31.30835,-0.000356,-0.01917,0.113437
31.3125,-0.000201,-0.004715,0.105119
31.31665,0.000708,0.010826,0.100785
31.320801,0.000897,0.02173,0.101791
31.325073,0.000746,0.032518,0.106209
31.329224,0.001194,0.040134,0.112934
31.333374,0.00125,0.040321,0.12061
31.337524,0.001148,0.037008,0.128276
31.341675,0.001147,0.033266,0.135044
31.345825,0.000799,0.023648,0.139439
31.349976,0.000461,0.008234,0.140101
31.354248,0.00035,-0.005087,0.136067
31.358398,-0.000446,-0.017376,0.127633
31.362549,-0.00087,-0.031048,0.117831
31.366699,-0.000768,-0.039642,0.108682
31.37085,-0.001096,-0.04112,0.103046
31.375,-0.00093,-0.039312,0.1028
31.37915,-0.000681,-0.041238,0.110142
31.383301,-0.00122,-0.04193,0.122476
31.387573,-0.001005,-0.038775,0.134301
31.391724,-0.000637,-0.039891,0.140644
31.395874,-0.001164,-0.041797,0.13989
31.400024,-0.000975,-0.037194,0.133469
31.404175,-0.000244,-0.028857,0.123781
31.408325,-0.000309,-0.019385,0.113487
31.412476,-0.000098,-0.004764,0.105148
31.416748,0.000793,0.010924,0.100771
31.420898,0.000979,0.021738,0.101773
31.425049,0.000907,0.03265,0.106177
31.429199,0.001228,0.040207,0.112862
31.43335,0.001335,0.04024,0.120553
31.4375,0.00128,0.037114,0.12822
31.44165,0.001252,0.033428,0.135042
31.445801,0.000839,0.023685,0.139475
31.450073,0.000634,0.008326,0.140144
31.454224,0.000427,-0.004931,0.136111
31.458374,-0.00046,-0.017461,0.127684
31.462524,-0.000754,-0.031094,0.11787
31.466675,-0.00074,-0.03966,0.108676
31.470825,-0.001148,-0.041292,0.103026
31.474976,-0.000917,-0.039318,0.102748
31.479248,-0.000564,-0.041015,0.110048
31.483398,-0.001172,-0.042031,0.122392
31.487549,-0.001049,-0.038905,0.134217
31.491699,-0.000537,-0.039757,0.140627
31.49585,-0.00113,-0.041781,0.139904
31.5,-0.001074,-0.037417,0.133523
31.50415,-0.000254,-0.028962,0.123831
31.508301,-0.000297,-0.019285,0.113559
31.512573,-0.000176,-0.004858,0.105205
31.516724,0.000817,0.010736,0.100853
31.520874,0.001076,0.021816,0.101805
31.525024,0.000907,0.032677,0.106172
31.529175,0.00137,0.040135,0.112854
31.533325,0.001554,0.040292,0.120514
31.537476,0.001327,0.037259,0.128185
31.541748,0.001313,0.033475,0.134976
31.545898,0.001059,0.023621,0.139445
31.550049,0.000654,0.008399,0.140129
31.554199,0.00042,-0.004857,0.13615
31.55835,-0.000402,-0.017411,0.127742
31.5625,-0.000804,-0.031003,0.117921
31.56665,-0.000718,-0.039419,0.108772
31.570801,-0.001078,-0.041014,0.103079
31.575073,-0.000988,-0.039369,0.102776
31.579224,-0.0006,-0.041277,0.110063
31.583374,-0.001119,-0.041866,0.122366
31.587524,-0.001069,-0.038762,0.134215
31.591675,-0.000622,-0.039979,0.140659
31.595825,-0.001061,-0.041861,0.139961
31.599976,-0.000983,-0.037159,0.133558
31.604248,-0.000273,-0.028924,0.123872
31.608398,-0.00024,-0.019531,0.113611
31.612549,-0.000051,-0.004875,0.105255
31.616699,0.00079,0.010762,0.100878
31.62085,0.00117,0.021585,0.101807
31.625,0.001069,0.03259,0.106144
31.62915,0.001393,0.040247,0.112826
31.633301,0.001547,0.040467,0.120481
31.637573,0.00146,0.037103,0.128143
31.641724,0.001346,0.033475,0.134932
31.645874,0.001032,0.023876,0.13942
31.650024,0.000749,0.008462,0.140136
31.654175,0.000402,-0.004946,0.136226
31.658325,-0.000437,-0.017267,0.127859
31.662476,-0.000736,-0.030901,0.118023
31.666748,-0.000712,-0.039507,0.10885
31.670898,-0.001137,-0.041121,0.103161
31.675049,-0.000946,-0.039228,0.102851
31.679199,-0.000514,-0.041153,0.110086
31.68335,-0.001203,-0.04196,0.122372
31.6875,-0.001085,-0.038801,0.134213
31.69165,-0.000489,-0.039763,0.140672
31.695801,-0.001111,-0.041785,0.140027
31.700073,-0.001113,-0.03735,0.133681
31.704224,-0.000167,-0.02893,0.123988
31.708374,-0.000211,-0.019449,0.113664
31.712524,-0.000195,-0.00503,0.105239
31.716675,0.000825,0.010624,0.100809
31.720825,0.00121,0.021546,0.10178
31.724976,0.001017,0.032491,0.10615
31.729248,0.001534,0.040127,0.112798
31.733398,0.00164,0.040396,0.120482
31.737549,0.00144,0.037139,0.128148
31.741699,0.00142,0.033459,0.134953
31.74585,0.001134,0.023825,0.139447
31.75,0.000714,0.008528,0.140173
31.75415,0.000473,-0.004893,0.136271
31.758301,-0.000384,-0.017297,0.127916
31.762573,-0.000771,-0.030844,0.118068
31.766724,-0.000748,-0.039272,0.108872
31.770874,-0.001103,-0.040808,0.103138
31.775024,-0.000876,-0.039312,0.102788
31.779175,-0.000522,-0.041294,0.109979
31.783325,-0.001195,-0.041787,0.122277
31.787476,-0.001059,-0.038632,0.134155
31.791748,-0.00048,-0.040079,0.14065
31.795898,-0.001112,-0.041927,0.14001
31.800049,-0.001087,-0.037097,0.133644
31.804199,-0.000219,-0.028957,0.123993
31.80835,-0.000305,-0.019721,0.11368
31.8125,-0.000203,-0.004995,0.105295
31.81665,0.000787,0.010673,0.100905
31.820801,0.001175,0.021233,0.101824
31.825073,0.001112,0.032337,0.106153
31.829224,0.0016,0.040291,0.112815
31.833374,0.001652,0.040502,0.120517
31.837524,0.001434,0.036995,0.128132
31.841675,0.001451,0.03345,0.134899
31.845825,0.001161,0.024163,0.139414
31.849976,0.000698,0.008557,0.140119
31.854248,0.000433,-0.004987,0.136263
31.858398,-0.000403,-0.017047,0.127983
31.862549,-0.000773,-0.030728,0.118203
31.866699,-0.00081,-0.039454,0.108989
31.87085,-0.001168,-0.040996,0.103224
31.875,-0.000859,-0.039153,0.102844
31.87915,-0.000513,-0.041185,0.110009
31.883301,-0.001267,-0.041968,0.12229
31.887573,-0.001072,-0.038688,0.134185
31.891724,-0.00047,-0.039787,0.140705
31.895874,-0.001186,-0.041879,0.140093
31.900024,-0.001179,-0.037331,0.133748
31.904175,-0.000189,-0.028969,0.124111
31.908325,-0.000336,-0.019584,0.113795
31.912476,-0.00025,-0.005085,0.10534
31.916748,0.000856,0.010525,0.100895
31.920898,0.001171,0.021238,0.101785
31.925049,0.001059,0.032269,0.106115
31.929199,0.001607,0.040239,0.112777
31.93335,0.001701,0.040456,0.120486
31.9375,0.001385,0.036949,0.128107
31.94165,0.001447,0.03349,0.134886
31.945801,0.001224,0.024104,0.139414
31.950073,0.000658,0.008639,0.140148
31.954224,0.000406,-0.004955,0.136308
31.958374,-0.000355,-0.017016,0.128031
31.962524,-0.000819,-0.030701,0.118242
31.966675,-0.000867,-0.039394,0.109028
31.970825,-0.001148,-0.040951,0.103236
31.974976,-0.000849,-0.039249,0.102826
31.979248,-0.000594,-0.041262,0.109942
31.983398,-0.00127,-0.041903,0.122218
31.987549,-0.001046,-0.038647,0.134135
31.991699,-0.000534,-0.039892,0.140695
31.99585,-0.001214,-0.041919,0.140097
32,-0.001143,-0.037192,0.133788
32.00415,-0.000259,-0.028999,0.124149
32.008301,-0.00041,-0.019759,0.113836
32.012573,-0.000215,-0.005109,0.105398
32.016724,0.000878,0.010537,0.100924
32.020874,0.00109,0.021243,0.10179
32.025024,0.000971,0.032385,0.1061
32.029175,0.001404,0.039848,0.113887
32.033325,0.001652,0.040264,0.120418
32.037476,0.001409,0.037091,0.128083
32.041748,0.001498,0.033659,0.134884
32.045898,0.001211,0.023986,0.139441
32.050049,0.000642,0.008639,0.140208
32.054199,0.000398,-0.004685,0.136348
32.05835,-0.000378,-0.017063,0.128057
32.0625,-0.000864,-0.030728,0.118238
